"","X.3","X.2","X","ID.x","Site.ID","Original.Genus","Original.Species","ACCEPTED.GENUS","ACCEPTED.SPECIES","SPECIES.ID","SAMPLE.ID","ID.y","Average.LA..m2.","SLA..m2.kg.","LMA..kg.m2.","LDMC..mg.g.","Cmass..g.kg.","Nmass..g.kg.","Pmass..g.kg.","Kmass..g.kg.","Narea..g.m2.","Parea..g.m2.","Karea..g.m2.","d13C.12C","d15N.14N","Site.Name","Latitude","Longitude","Elevation","Collection.month","Collection.year","Source","Sampling.strategy","References","Site.ID.1","Lat_grid","Lon_grid","Temp.Jan..C.","Temp.Feb...C.","Temp.Mar...C.","Temp.April...C.","Temp.May...C.","Temp.June...C.","Temp.July...C.","Temp.Aug...C.","Temp.Sept...C.","Temp.Oct...C.","Temp.Nov...C.","Temp.Dec...C.","Prec.Jan..mm.","Prec.Feb..mm.","Prec.Mar..mm.","Prec.Apr..mm.","Prec.May..mm.","Prec.June...mm.","Prec.July...mm.","Prec.Aug...mm.","Prec.Sept...mm.","Prec.Oct...mm.","Prec.Nov..mm.","Prec.Dec...mm.","Sun.Jan....","Sun.Feb....","Sun.Mar....","Sun.Apr....","Sun.May....","Sun.June....","Sun.July....","Sun.Aug....","Sun.Sep....","Sun.Oct....","Sun.Nov....","Sun.Dec....","MTCO...C.","MAT...C.","MI..unitless.","alpha..unitless.","GDD0..C.days.","mGDD0...C.","PAR0..mol.photon.m.2.","mPAR0..mol.photon.m.2.","Prec.Timing..month.from.Jan1st.","Prec.Seasonality..unitless.","MMP..mm.","MAP..mm.","tg_1987_2006","vpd_1987_2006","fapar_1987_2006","ppfd_1987_2006","sm_1987_2006","pet","AI","pr_mean_1987_2006","pr_annual_mm","RZwc","Sand","pH","life.form","species","X.1","Site","sum_AGB","AGB_g.m.2","AGB_gC.m.2","AGB_MgC.ha","BGB.herb_g.m.2","BGBherb_gC.m.2","BGB.tree_g.m.2","BGB.tree_gC.m.2","BGB_gC.m.2","BGB_MgC.ha","Totalherb._gDM.m3","Total.herb_gC.m3","total.biomass_g.m.2","total.biomass_gC.m.2","total.biomass_MgC.ha","R_S","GPP","prelnR_S","preR_S","preRMF","prebelow","Tmean","sitegroup","heightT","lnheightT","SLA","lnSLA","SRL","lnSRL","RRD","lnRRD","thickness","lnthickness","LDMC","lnLDMC","pred_lnRSnew","pred_RS_new","mean_pretreebiomass_gCm2","pre_totalbiomass","preRMF_new","prebelow_new","preAGB_new"
"183",183,6.28,183,183,6,"Lonicera","maackii","Lonicera","maackii","SP736",183,174,0.0012006,24.70762407,0.040909471,281.8130281,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.697245466666667,923.333072452617,1.62284356097549,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"low to high shrub","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48170497543405,0.227249902393986,0.185170030937213,5553.25321266608,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47176597964648,0.229519799781196,6565.23434966313,6565.23434966313,0.186674342147269,5598.36753822843,24391.6539817716
"184",184,6.29,184,184,6,"Lychnis","fulgens","Lychnis","fulgens","SP742",184,175,0.0016675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.695927583333333,923.45086604681,1.62305059414864,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49817375809372,0.223538022111395,0.182698059293366,5479.11872987027,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.5941788146513,0.203075222447221,6565.23434966313,6565.23434966313,0.168796779002844,5062.21903480197,24927.802485198
"185",185,6.3,185,185,6,"Maackia","amurensis","Maackia","amurensis","SP749",185,176,0.0014007,28.42072115,0.035246529,261.0383026,515.358,41.56443873,2.008236099,20.58192175,1.462469531,0.070660983,0.724187175,-29.722,-1.642,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.693542241666667,922.651539197942,1.6216457030335,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"tree","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48084188418466,0.227446124462762,0.185300291336463,5557.15972484279,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.46937761306355,0.230068632346902,6565.23434966313,6565.23434966313,0.187037232148538,5609.25061717589,24380.7709028241
"186",186,6.31,186,186,6,"Paeonia","japonica","Paeonia","obovata","SP843",186,177,NA,29.01222076,0.034598633,236.0719373,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.69654025,923.830289546262,1.62371746615977,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"low to high shrub","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48233424752955,0.227106945355861,0.18507510385739,5550.40634749937,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47350731631918,0.229120476315928,6565.23434966313,6565.23434966313,0.186410104404636,5590.44304264048,24399.5784773595
"187",187,6.32,187,187,6,"Cacalia","hastata","Parasenecio","hastatus","SP845",187,178,0.02001,48.82175693,0.020968684,137.7612828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.694729941666667,923.068356017774,1.62237829727533,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49768948903893,0.223646300873983,0.18277038120758,5481.28766563393,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59424722029063,0.203061331431916,6565.23434966313,6565.23434966313,0.1687871816063,5061.93120867309,24928.0903113269
"188",188,6.33,188,188,6,"Phellodendron","amurense","Phellodendron","amurense","SP860",188,179,0.0018676,31.02246817,0.032379458,247.7099206,475.813,25.12940466,5.773880608,44.31817092,0.810038857,0.186119318,1.428583009,-29.989,-1.852,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.696267758333333,923.912912457362,1.62386268359351,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"tree","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48243878129589,0.227083206252291,0.185059338352319,5549.933539663,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47379658463756,0.229054208606073,6565.23434966313,6565.23434966313,0.186366237552576,5589.12747480319,24400.8940451968
"189",189,6.34,189,189,6,"Phlomis","maximowiczii","Phlomis","maximowiczii","SP864",189,180,0.0048024,58.63223821,0.017077311,205.8588378,470.429,30.82683851,3.225920786,50.11028821,0.52576602,0.055019574,0.854654193,-32.529,-1.603,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.69094335,922.844680136343,1.6219851661564,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49740621573942,0.223709662873513,0.182812696230737,5482.55669408902,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59428723418572,0.203053206319662,6565.23434966313,6565.23434966313,0.168781567808489,5061.76285075593,24928.2586692441
"190",190,6.35,190,190,6,"Pinus","koraiensis","Pinus","koraiensis","SP886",190,181,0.00010005,10.59261341,0.094546097,331.5621136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.697833166666667,923.445479000167,1.62304112591424,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"tree","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48184726547559,0.22721756929633,0.185148562880023,5552.60938516895,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47215972802537,0.229429444521895,6565.23434966313,6565.23434966313,0.186614567874707,5596.57490650797,24393.446613492
"191",191,6.36,191,191,6,"Polygonatum","oderatum","Polygonatum","odoratum","SP917",191,182,0.0016675,33.46016201,0.030197457,175.995675,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.695608083333333,923.404044680523,1.62296830125233,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49811449162892,0.223551270812312,0.182706909097399,5479.38413568368,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59418718636198,0.20307352236733,6565.23434966313,6565.23434966313,0.168795604418037,5062.18380897833,24927.8377110217
"192",192,6.37,192,192,6,"Pteridium","aquilinum","Pteridium","aquilinum","SP959",192,183,8.3375e-05,49.08473913,0.020437552,161.4242114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.696550966666667,923.145994979723,1.62251475495592,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"pteridophyte","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49778779850024,0.223624315407328,0.182755697636563,5480.84730502314,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59423333354423,0.203064151312708,6565.23434966313,6565.23434966313,0.168789129898965,5061.98963801202,24928.031881988
"193",193,6.38,193,193,6,"Quercus","mongolica","Quercus","mongolica","SP976",193,184,0.0030015,19.47642402,0.052523483,407.7909081,522.468,21.86746041,1.8862311,11.36907326,1.122765677,0.09684689,0.583735148,-30.468,-1.961,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.697946591666667,923.94188914032,1.62391361280287,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"tree","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48247544012124,0.227074881801277,0.185053809811463,5549.76773860376,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47389802780882,0.229030973799288,6565.23434966313,6565.23434966313,0.186350855822036,5588.66617637328,24401.3553436267
"194",194,6.39,194,194,6,"Rhamnus","sp","Rhamnus","sp.","SP991",194,185,NA,28.0042418,0.035714108,290.857896,442.036,16.41165656,1.163827679,20.56386082,0.58604181,0.041558978,0.734312358,-30.338,-4.312,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.698044183333333,923.55056783777,1.62322582929867,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"low to high shrub","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48198027671532,0.227187348815624,0.185128496504536,5552.00759413628,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47252779988379,0.229345013539161,6565.23434966313,6565.23434966313,0.186558704849584,5594.89957318237,24395.1219468176
"195",195,6.4,195,195,6,"Rubia","sp","Rubia","sp.","SP1023",195,186,0.0005336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.695772991666667,923.237389953928,1.62267539010462,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49790351576246,0.223598439710943,0.182738415197526,5480.32900430449,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59421698785122,0.203067470564114,6565.23434966313,6565.23434966313,0.16879142320164,5062.05841420861,24927.9631057914
"196",196,6.41,196,196,6,"Sorbaria","sorbifolia","Sorbaria","sorbifolia","SP1124",196,187,0.0016675,46.80146124,0.021518904,241.8753438,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.695438733333333,923.084241400126,1.62240621730899,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"low to high shrub","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48138993054843,0.227321507592328,0.185217570283007,5554.67891866949,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47089417996425,0.229719982316566,6565.23434966313,6565.23434966313,0.186806741062966,5602.33818455943,24387.6833354406
"197",197,6.42,197,197,6,"Thalictrum","tuberiferum","Thalictrum","tuberiferum","SP1219",197,188,6.003e-05,53.33002716,0.019209386,183.6600401,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.696381191666667,923.382418016582,1.62293029038348,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"forb","non-woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.49808711559264,0.223557390843784,0.182710997062112,5479.50673383339,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.59419105337608,0.203072737080673,6565.23434966313,6565.23434966313,0.168795061862545,5062.16753772745,24927.8539822726
"198",198,6.43,198,198,6,"Tilia","mandshurica","Tilia","mandshurica","SP1226",198,189,0.0018676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96,8.53241945360572,449.987312240311,0.420818600110461,28.6513631816084,0.696454858333333,923.160399809363,1.6225400727808,62.9138322307972,754.965986769566,233.039759886584,32.985,7,"tree","woody",6,6,5444872.066,54448.72066,25590.89871,255.9089871,2.03,0.9541,9357.805767,4398.16871,4399.12281,43.9912281,2692.37,1223.81,63808.55643,29990.02152,299.9002152,0.171901849163311,1.82062356968669,-1.48148636369439,0.227299587321143,0.185203017803726,5554.24248950268,5.68347535622209,"treesite",1.5651786787124,0.447999989176241,21.5447011919832,3.07012990195251,1994.5548143357,7.59817615371322,0.480526377125802,-0.732873156915515,0.18457805126914,-1.68968286284948,0.105366403481788,-2.25031144623197,-1.47116103205373,0.229658689237746,6565.23434966313,6565.23434966313,0.186766206954638,5601.12256577838,24388.8989542216
