"","X.1","X","gpp","ca","gammastar","kmm","ns_star","chi","xi","mj","mc","ci","iwue","gs","vcmax","vcmax25","jmax","jmax25","rd","gppobs","gppobs_FLUX_X","site","Precipitation","Tg","Tmean","BPE","gpp_gosif","gpp_PML_15"
"18",18,18,NA,34.366475379285,1.65100025636824,17.2350809536905,1.49561360033153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.0434028679427,0.878468766656975,1,398.38,9.33956858764731,5.80026913935941,0.298642989741627,0.926597312593594,0.993693218917355
"19",19,19,NA,34.366475379285,1.65100025636824,17.2350809536905,1.49561360033153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.0434028679427,0.878468766656975,1,398.38,9.33956858764731,5.80026913935941,0.298642989741627,0.926597312593594,0.993693218917355
"20",20,20,2.15329088851712,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.561045219396314,30.1085549287134,0.777128362027268,0.47798529410701,19.8365972101068,9.69994137198879,0.0115516837657963,0.375076494301996,1.47783303571798,1.14201353085944,3.06667126555936,0.00612874256658147,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"21",21,21,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"22",22,22,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"23",23,23,2.25125933233624,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.632354442524479,40.9543273183658,0.798891501851153,0.510562240769953,22.3578420004663,8.12416337801411,0.0144197780428761,0.367120396583532,1.44648533938839,1.17218828916511,3.14770013408034,0.00599874008577613,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"24",24,24,2.21689825402097,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.605626637494144,36.4296221518815,0.791251240033778,0.498839696209501,21.4128402708954,8.71478945899597,0.0132373350018938,0.370012534018556,1.45788060491487,1.16171575328878,3.11957802870974,0.00604599755478767,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"25",25,25,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"26",26,26,2.21585813307055,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.604848442659395,36.3070530625772,0.791020082836323,0.498489969264658,21.3853260225706,8.73198586419895,0.0132050675101852,0.370098400992335,1.45821892803684,1.16139690697282,3.11872182446272,0.0060474006194565,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"27",27,27,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"28",28,28,2.19576703061595,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.590151915346061,34.0796849135074,0.786556403074993,0.491792356958536,20.8657082045708,9.05674700044883,0.0126161174052883,0.3717373215779,1.46467641343265,1.15521654167881,3.10212556868672,0.00607418054970697,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"29",29,29,2.13419099972338,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,0.548756540721918,28.5857706941669,0.772893093464642,0.47192818527673,19.4021125007091,9.9714943153624,0.0111374235511916,0.376520865990216,1.48352398204262,1.13601496573056,3.05056320132174,0.00615234357166187,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"30",30,30,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"31",31,31,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"32",32,32,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"33",33,33,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"34",34,34,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"35",35,35,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
"36",36,36,NA,35.3565034052889,1.73084203728906,18.042717061776,1.48132081888473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2900491793159,0.902093106111203,2,380.18,9.67014203245008,5.52044181651539,0.292394950225066,0.879902737710799,0.857022508442554
